"Lines","Long","Lat","crop","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","PC1","PC2","PC3"
"88",0.683333,47.4,"arabidopsis",11.4576454162598,8.84370803833008,37.818675994873,555.356018066406,25.1760005950928,1.79149997234344,23.38450050354,5.70625019073486,18.4907073974609,18.4907073974609,4.98124980926514,676,68,40,14.466010093689,195,138,138,192,-1.62834345276045,1.59239929043068,-1.50320776972483
"108",-4.06667,48.5167,"arabidopsis",11.1461877822876,6.338791847229,37.730899810791,387.224212646484,20.7415008544922,3.94149994850159,16.8000011444092,7.70820808410645,15.9600839614868,16.1321258544922,6.83374977111816,1070,131,48,32.6879844665527,382,161,188,368,-5.11451438389733,-0.0241340513757531,-0.538281490427419
"139",-4.06667,48.5167,"arabidopsis",11.1461877822876,6.338791847229,37.730899810791,387.224212646484,20.7415008544922,3.94149994850159,16.8000011444092,7.70820808410645,15.9600839614868,16.1321258544922,6.83374977111816,1070,131,48,32.6879844665527,382,161,188,368,-5.11451438389733,-0.0241340513757531,-0.538281490427419
"159",3.93333,47.35,"arabidopsis",9.72952079772949,8.2701244354248,33.8353652954102,598.234069824219,23.5270004272461,-0.91525000333786,24.4422512054443,3.54920816421509,5.59291648864746,17.2395000457764,2.52341651916504,824,78,57,10.747410774231,226,182,204,212,-1.75234290554066,-0.848116560722092,-0.994354263211684
"265",-1.16667,44.65,"arabidopsis",12.9609928131104,9.32571315765381,42.0052223205566,475.762390136719,24.9407901763916,2.73947358131409,22.2013168334961,8.13432025909424,18.7800445556641,18.9127197265625,7.39769744873047,969,117,43,27.6794109344482,330,160,191,299,-3.85529421193748,1.55142392633227,0.425032897136025
"350",4.11667,46.6667,"arabidopsis",10.3404579162598,8.92562484741211,34.9883880615234,619.986450195312,24.8937492370605,-0.616500020027161,25.5102500915527,18.1567077636719,6.22858333587646,18.1567077636719,2.91887497901917,797,81,50,15.185718536377,221,158,221,184,-0.951273400851143,-0.0317627310454567,0.0239476041156776
"351",4.11667,46.6667,"arabidopsis",10.3404579162598,8.92562484741211,34.9883880615234,619.986450195312,24.8937492370605,-0.616500020027161,25.5102500915527,18.1567077636719,6.22858333587646,18.1567077636719,2.91887497901917,797,81,50,15.185718536377,221,158,221,184,-0.951273400851143,-0.0317627310454567,0.0239476041156776
"403",16.2667,49.3667,"arabidopsis",7.35779142379761,8.32275009155273,30.2686729431152,733.403625488281,22.5537490844727,-4.94250011444092,27.4962501525879,16.2942924499512,-0.360500007867813,16.2942924499512,-1.68045830726624,557,84,26,42.849365234375,226,82,226,84,1.45457301244381,-0.310823427835229,-0.58424628163968
"410",16.3497,49.4211,"arabidopsis",7.56562519073486,8.09412479400635,29.8780937194824,730.24560546875,22.4522495269775,-4.63824987411499,27.0904998779297,16.4800415039062,-0.127166613936424,16.4800415039062,-1.42083323001862,552,84,25,43.2153511047363,224,80,224,83,1.42167097464627,-0.239276642921117,-0.657666545183287
"424",16.2815,49.4112,"arabidopsis",7.35779142379761,8.32275009155273,30.2686729431152,733.403625488281,22.5537490844727,-4.94250011444092,27.4962501525879,16.2942924499512,-0.360500007867813,16.2942924499512,-1.68045830726624,557,84,26,42.849365234375,226,82,226,84,1.45457301244381,-0.310823427835229,-0.58424628163968
