"species","gene","pvalue"
"Arabidopsis","AT4G26060",8.006153e-13
"Arabidopsis","AT4G26070",8.006153e-13
"Arabidopsis","AT4G26080",8.006153e-13
"Arabidopsis","AT4G26090",8.006153e-13
"Arabidopsis","AT4G26095",8.006153e-13
"Arabidopsis","AT4G26100",8.006153e-13
"Arabidopsis","AT4G26110",8.006153e-13
"Arabidopsis","AT4G26120",8.006153e-13
"Arabidopsis","AT4G26130",8.006153e-13
"Arabidopsis","AT4G26140",8.006153e-13
"Arabidopsis","AT4G26150",8.006153e-13
"Arabidopsis","AT4G26160",8.006153e-13
"Arabidopsis","AT4G26170",8.006153e-13
"Arabidopsis","AT4G26180",8.006153e-13
"Arabidopsis","AT4G26190",8.006153e-13
"Arabidopsis","AT1G71280",4.028774e-12
"Arabidopsis","AT1G71290",4.028774e-12
"Arabidopsis","AT1G71300",4.028774e-12
"Arabidopsis","AT1G71310",4.028774e-12
"Arabidopsis","AT1G71320",4.028774e-12
"Arabidopsis","AT1G71330",4.028774e-12
"Arabidopsis","AT1G71340",4.028774e-12
"Arabidopsis","AT1G71350",4.028774e-12
"Arabidopsis","AT1G71360",4.028774e-12
"Arabidopsis","AT1G71370",4.028774e-12
"Arabidopsis","AT1G71380",4.028774e-12
"Arabidopsis","AT1G71390",4.028774e-12
"Arabidopsis","AT1G71400",4.028774e-12
"Arabidopsis","AT1G71410",4.028774e-12
"Arabidopsis","AT1G71420",4.028774e-12
"Arabidopsis","AT1G71430",4.028774e-12
"Arabidopsis","AT1G71440",4.028774e-12
"Arabidopsis","AT1G71450",4.028774e-12
"Arabidopsis","AT1G71460",4.028774e-12
"Arabidopsis","AT4G25360",4.128643e-12
"Arabidopsis","AT4G25370",4.128643e-12
"Arabidopsis","AT4G25380",4.128643e-12
"Arabidopsis","AT4G25386",4.128643e-12
"Arabidopsis","AT4G25390",4.128643e-12
"Arabidopsis","AT4G25400",4.128643e-12
"Arabidopsis","AT4G25410",4.128643e-12
"Arabidopsis","AT4G25420",4.128643e-12
"Arabidopsis","AT4G25430",4.128643e-12
"Arabidopsis","AT4G25433",4.128643e-12
"Arabidopsis","AT4G25434",4.128643e-12
"Arabidopsis","AT4G25435",4.128643e-12
"Arabidopsis","AT4G25440",4.128643e-12
"Arabidopsis","AT4G25450",4.128643e-12
"Arabidopsis","AT4G25470",4.128643e-12
"Arabidopsis","AT4G25480",4.128643e-12
"Arabidopsis","AT4G25490",4.128643e-12
"Arabidopsis","AT2G15440",2.01913e-10
"Arabidopsis","AT2G15450",2.01913e-10
"Arabidopsis","AT2G15460",2.01913e-10
"Arabidopsis","AT2G15470",2.01913e-10
"Arabidopsis","AT2G15480",2.01913e-10
"Arabidopsis","AT2G15490",2.01913e-10
"Arabidopsis","AT2G15500",2.01913e-10
"Arabidopsis","AT2G15530",2.01913e-10
"Arabidopsis","AT2G15535",2.01913e-10
"Arabidopsis","AT2G15555",2.01913e-10
"Arabidopsis","AT2G15560",2.01913e-10
"Arabidopsis","AT1G49245",1.179085e-09
"Arabidopsis","AT1G49250",1.179085e-09
"Arabidopsis","AT1G49260",1.179085e-09
"Arabidopsis","AT1G49270",1.179085e-09
"Arabidopsis","AT1G49280",1.179085e-09
"Arabidopsis","AT1G49290",1.179085e-09
"Arabidopsis","AT1G49300",1.179085e-09
"Arabidopsis","AT1G49310",1.179085e-09
"Arabidopsis","AT1G49320",1.179085e-09
"Arabidopsis","AT1G49330",1.179085e-09
"Arabidopsis","AT1G49340",1.179085e-09
"Arabidopsis","AT1G49350",1.179085e-09
"Arabidopsis","AT1G49360",1.179085e-09
"Arabidopsis","AT5G37620",2.476759e-09
"Arabidopsis","AT5G37630",2.476759e-09
"Arabidopsis","AT5G37640",2.476759e-09
"Arabidopsis","AT5G37650",2.476759e-09
"Arabidopsis","AT5G37660",2.476759e-09
"Arabidopsis","AT5G37667",2.476759e-09
"Arabidopsis","AT5G37670",2.476759e-09
"Arabidopsis","AT5G37680",2.476759e-09
"Arabidopsis","AT5G37690",2.476759e-09
"Arabidopsis","AT5G37710",2.476759e-09
